yemen_unscaled,yemen_monthly,isPartial,scale,yemen
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
51,57.0,,0.57,29.069999999999997
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
46,57.0,,0.57,26.22
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
48,57.0,,0.57,27.36
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,57.0,,0.57,0.0
0,9.0,False,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
100,9.0,,0.09,9.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,9.0,,0.09,0.0
0,15.0,False,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
99,15.0,,0.15,14.85
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
100,15.0,,0.15,15.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,16.0,False,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
100,16.0,,0.16,16.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
80,16.0,,0.16,12.8
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,16.0,,0.16,0.0
0,8.0,False,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
100,8.0,,0.08,8.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,24.0,False,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
74,24.0,,0.24,17.759999999999998
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
100,24.0,,0.24,24.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
78,24.0,,0.24,18.72
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,8.0,False,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
100,8.0,,0.08,8.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,8.0,,0.08,0.0
0,15.0,False,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
99,15.0,,0.15,14.85
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
100,15.0,,0.15,15.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,15.0,,0.15,0.0
0,7.0,False,0.07,0.0
100,7.0,,0.07,7.000000000000001
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,7.0,,0.07,0.0
0,40.0,False,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
93,40.0,,0.4,37.2
100,40.0,,0.4,40.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
94,40.0,,0.4,37.6
93,40.0,,0.4,37.2
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
91,40.0,,0.4,36.4
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
97,40.0,,0.4,38.800000000000004
0,40.0,,0.4,0.0
0,40.0,,0.4,0.0
0,20.0,False,0.2,0.0
79,20.0,,0.2,15.8
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
82,20.0,,0.2,16.400000000000002
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
100,20.0,,0.2,20.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,20.0,,0.2,0.0
0,13.0,False,0.13,0.0
0,13.0,,0.13,0.0
82,13.0,,0.13,10.66
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
100,13.0,,0.13,13.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,13.0,,0.13,0.0
0,54.0,False,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
39,54.0,,0.54,21.060000000000002
0,54.0,,0.54,0.0
31,54.0,,0.54,16.740000000000002
31,54.0,,0.54,16.740000000000002
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
63,54.0,,0.54,34.02
100,54.0,,0.54,54.0
0,54.0,,0.54,0.0
0,54.0,,0.54,0.0
30,54.0,,0.54,16.200000000000003
30,100.0,False,1.0,30.0
30,100.0,,1.0,30.0
0,100.0,,1.0,0.0
66,100.0,,1.0,66.0
39,100.0,,1.0,39.0
0,100.0,,1.0,0.0
0,100.0,,1.0,0.0
0,100.0,,1.0,0.0
0,100.0,,1.0,0.0
0,100.0,,1.0,0.0
100,100.0,,1.0,100.0
38,100.0,,1.0,38.0
0,100.0,,1.0,0.0
31,100.0,,1.0,31.0
0,100.0,,1.0,0.0
0,100.0,,1.0,0.0
0,100.0,,1.0,0.0
0,100.0,,1.0,0.0
0,100.0,,1.0,0.0
38,100.0,,1.0,38.0
31,100.0,,1.0,31.0
0,100.0,,1.0,0.0
31,100.0,,1.0,31.0
63,100.0,,1.0,63.0
0,100.0,,1.0,0.0
38,100.0,,1.0,38.0
0,100.0,,1.0,0.0
0,100.0,,1.0,0.0
0,81.0,False,0.81,0.0
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
42,81.0,,0.81,34.02
42,81.0,,0.81,34.02
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
34,81.0,,0.81,27.540000000000003
42,81.0,,0.81,34.02
42,81.0,,0.81,34.02
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
67,81.0,,0.81,54.27
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
41,81.0,,0.81,33.21
0,81.0,,0.81,0.0
33,81.0,,0.81,26.73
100,81.0,,0.81,81.0
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
41,81.0,,0.81,33.21
32,81.0,,0.81,25.92
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
0,81.0,,0.81,0.0
0,55.0,False,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
77,55.0,,0.55,42.35
79,55.0,,0.55,43.45
0,55.0,,0.55,0.0
83,55.0,,0.55,45.650000000000006
100,55.0,,0.55,55.00000000000001
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
83,55.0,,0.55,45.650000000000006
99,55.0,,0.55,54.45
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
82,55.0,,0.55,45.1
86,55.0,,0.55,47.300000000000004
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
85,55.0,,0.55,46.75000000000001
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,55.0,,0.55,0.0
0,63.0,False,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
40,63.0,,0.63,25.2
42,63.0,,0.63,26.46
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
48,63.0,,0.63,30.240000000000002
0,63.0,,0.63,0.0
38,63.0,,0.63,23.94
0,63.0,,0.63,0.0
39,63.0,,0.63,24.57
0,63.0,,0.63,0.0
50,63.0,,0.63,31.5
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
0,63.0,,0.63,0.0
39,63.0,,0.63,24.57
40,63.0,,0.63,25.2
100,63.0,,0.63,63.0
0,63.0,,0.63,0.0
41,63.0,,0.63,25.830000000000002
0,63.0,,0.63,0.0
0,59.0,False,0.59,0.0
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
100,59.0,,0.59,59.0
0,59.0,,0.59,0.0
76,59.0,,0.59,44.839999999999996
75,59.0,,0.59,44.25
0,59.0,,0.59,0.0
77,59.0,,0.59,45.43
80,59.0,,0.59,47.199999999999996
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
77,59.0,,0.59,45.43
75,59.0,,0.59,44.25
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
74,59.0,,0.59,43.66
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
80,59.0,,0.59,47.199999999999996
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
76,59.0,,0.59,44.839999999999996
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
0,59.0,,0.59,0.0
0,41.0,False,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
40,41.0,,0.41,16.4
39,41.0,,0.41,15.989999999999998
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
100,41.0,,0.41,41.0
0,41.0,,0.41,0.0
38,41.0,,0.41,15.579999999999998
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
41,41.0,,0.41,16.81
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
41,41.0,,0.41,16.81
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,41.0,,0.41,0.0
0,17.0,False,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
99,17.0,,0.17,16.830000000000002
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
94,17.0,,0.17,15.98
0,17.0,,0.17,0.0
100,17.0,,0.17,17.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,17.0,,0.17,0.0
0,27.0,False,0.27,0.0
0,27.0,,0.27,0.0
100,27.0,,0.27,27.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
79,27.0,,0.27,21.330000000000002
82,27.0,,0.27,22.14
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
79,27.0,,0.27,21.330000000000002
83,27.0,,0.27,22.41
0,36.0,False,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
49,36.0,,0.36,17.64
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
52,36.0,,0.36,18.72
0,36.0,,0.36,0.0
60,36.0,,0.36,21.599999999999998
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
52,36.0,,0.36,18.72
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
49,36.0,,0.36,17.64
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
100,36.0,,0.36,36.0
98,36.0,False,0.36,35.28
0,36.0,,0.36,0.0
92,36.0,,0.36,33.12
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
92,36.0,,0.36,33.12
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
91,36.0,,0.36,32.76
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
91,36.0,,0.36,32.76
0,36.0,,0.36,0.0
97,36.0,,0.36,34.92
100,36.0,,0.36,36.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
100,26.0,False,0.26,26.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
52,26.0,,0.26,13.52
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
68,26.0,,0.26,17.68
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
53,26.0,,0.26,13.780000000000001
0,26.0,,0.26,0.0
0,26.0,,0.26,0.0
0,33.0,False,0.33,0.0
0,33.0,,0.33,0.0
52,33.0,,0.33,17.16
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
100,33.0,,0.33,33.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
49,33.0,,0.33,16.17
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
50,33.0,,0.33,16.5
49,33.0,,0.33,16.17
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
0,33.0,,0.33,0.0
49,33.0,,0.33,16.17
0,33.0,,0.33,0.0
0,53.0,False,0.53,0.0
51,53.0,,0.53,27.03
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
100,53.0,,0.53,53.0
0,53.0,,0.53,0.0
51,53.0,,0.53,27.03
52,53.0,,0.53,27.560000000000002
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
49,53.0,,0.53,25.970000000000002
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
51,53.0,,0.53,27.03
0,53.0,,0.53,0.0
61,53.0,,0.53,32.33
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
52,53.0,,0.53,27.560000000000002
50,53.0,,0.53,26.5
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
49,53.0,,0.53,25.970000000000002
0,53.0,,0.53,0.0
0,53.0,,0.53,0.0
0,27.0,False,0.27,0.0
0,27.0,,0.27,0.0
43,27.0,,0.27,11.610000000000001
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
100,27.0,,0.27,27.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
41,27.0,,0.27,11.07
0,27.0,,0.27,0.0
34,27.0,,0.27,9.18
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,27.0,,0.27,0.0
0,24.0,False,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
100,24.0,,0.24,24.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
77,24.0,,0.24,18.48
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
93,24.0,,0.24,22.32
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
76,24.0,,0.24,18.24
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
0,24.0,,0.24,0.0
96,24.0,,0.24,23.04
0,24.0,,0.24,0.0
0,36.0,False,0.36,0.0
0,36.0,,0.36,0.0
48,36.0,,0.36,17.28
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
47,36.0,,0.36,16.919999999999998
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
46,36.0,,0.36,16.56
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
100,36.0,,0.36,36.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
0,36.0,,0.36,0.0
93,36.0,,0.36,33.48
0,36.0,,0.36,0.0
47,36.0,,0.36,16.919999999999998
0,19.0,False,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
98,19.0,,0.19,18.62
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
100,19.0,,0.19,19.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
99,19.0,,0.19,18.81
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
96,19.0,,0.19,18.240000000000002
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
0,19.0,,0.19,0.0
100,5.0,False,0.05,5.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
0,5.0,,0.05,0.0
